,交易日期,买入股票代码,买入股票名称,选股下周期涨跌幅,资金曲线
86,2014-02-28,sh600593 sz000711 sz000560 ,大连圣亚 天伦置业 昆百大Ａ ,0.031601404710456915,154.48006984813563
87,2014-03-31,sz300013 sz002323 sz300173 ,新宁物流 中联电气 松德股份 ,0.0791433858435151,166.7061456212598
88,2014-04-30,sh600774 sz300062 sz300260 ,汉商集团 中能电气 新莱应材 ,0.057282306158876306,176.25545809330302
89,2014-05-30,sz002150 sz002169 sz300095 ,通润装备 智光电气 华伍股份 ,0.11004218686603218,195.65099414896437
90,2014-06-30,sz002488 sz300153 sz300218 ,金固股份 科泰电源 安利股份 ,0.05506025746504939,206.42358826009922
91,2014-07-31,sz002323 sz300176 sz300218 ,中联电气 鸿特精密 安利股份 ,0.06232419860737859,219.28877297206938
92,2014-08-29,sh600099 sz000668 sz300069 ,林海股份 荣丰控股 金利华电 ,0.2238922469081872,268.38582907452536
93,2014-09-30,sh600984 sz002323 sz300062 ,建设机械 中联电气 中能电气 ,0.05201196861288482,282.34510439249266
94,2014-10-31,sz300092 sz300176 sz300260 ,科新机电 鸿特精密 新莱应材 ,0.046735984093584815,295.54078070028174
95,2014-11-28,sh600605 sz300069 sz300211 ,汇通能源 金利华电 亿通科技 ,-0.19264986097982706,238.6048903845029
96,2014-12-31,sz300069 sz300092 sz300277 ,金利华电 科新机电 海联讯 ,0.07204585761375903,255.7953843430914
97,2015-01-30,sz300211 sz300260 sz300277 ,亿通科技 新莱应材 海联讯 ,0.10879984505630458,283.6258825257376
98,2015-02-27,sz300023 sz300176 sz300230 ,宝德股份 鸿特精密 永利带业 ,0.28691280779919737,365.0017808457223
99,2015-03-31,sz002295 sz300176 sz002620 ,精艺股份 鸿特精密 瑞和股份 ,0.31516331552758703,480.03695227053385
100,2015-04-30,sz002352 sz300138 sz002696 ,鼎泰新材 晨光生物 百洋股份 ,0.39352071207912864,668.941435552329
101,2015-05-29,sh600985 sz000957 sh601137 ,雷鸣科化 中通客车 博威合金 ,0.0035480596499961603,671.3148796680227
102,2015-06-30,sh601006 sz000002 sh601600 ,大秦铁路 万科Ａ 中国铝业 ,-0.19857224037676868,538.0103800140826
103,2015-07-31,sh600697 sz000885 sz002628 ,欧亚集团 同力水泥 成都路桥 ,0.023049197195248672,550.4110873561178
104,2015-08-31,sz300200 sz300211 sz300218 ,高盟新材 亿通科技 安利股份 ,0.06834433064370482,588.0285647003454
105,2015-09-30,sz300092 sz300211 sz300260 ,科新机电 亿通科技 新莱应材 ,0.3965475115022592,821.2098287245126
106,2015-10-30,sz300176 sz300260 sz002627 ,鸿特精密 新莱应材 宜昌交运 ,0.20123916644470752,986.4694101332345
107,2015-11-30,sz000608 sz002420 sh600419 ,阳光股份 毅昌股份 天润乳业 ,0.1663329014118089,1150.551729274691
108,2015-12-31,sh600561 sz000862 sh601177 ,江西长运 银星能源 杭齿前进 ,-0.24732360481914772,865.9931280595704
109,2016-01-29,sz002088 sz000880 sz002621 ,鲁阳节能 潍柴重机 三垒股份 ,0.024567909293668144,887.2687686786778
110,2016-02-29,sz000715 sz002300 sh600419 ,中兴商业 太阳电缆 天润乳业 ,0.3490957835089026,1197.01055466354
111,2016-03-31,sz300218 sz300260 sz002627 ,安利股份 新莱应材 宜昌交运 ,0.04282295248374335,1248.270080768436
112,2016-04-29,sh600505 sz300218 sz300260 ,西昌电力 安利股份 新莱应材 ,0.018280923833940532,1271.0896110391504
113,2016-05-31,sh600361 sh600561 sz300120 ,华联综超 江西长运 经纬电材 ,0.05202261777448691,1337.2150200313613
114,2016-06-30,sh600810 sz000785 sh600505 ,神马股份 武汉中商 西昌电力 ,0.1637469274939909,1556.1798709603122
115,2016-07-29,sh600605 sh600857 sz000715 ,汇通能源 宁波中百 中兴商业 ,0.07721001425954266,1676.332540987571
116,2016-08-31,sh600962 sz000668 sz300260 ,国投中鲁 荣丰控股 新莱应材 ,0.028693797285150424,1724.4328871011696
117,2016-09-30,sh600810 sh600505 sz300375 ,神马股份 西昌电力 鹏翎股份 ,0.08112666492146481,1864.3303761125803
118,2016-10-31,sh600731 sh600810 sz300106 ,湖南海利 神马股份 西部牧业 ,0.030605291968043735,1921.3887515983986
119,2016-11-30,sh600561 sz002088 sz000880 ,江西长运 鲁阳节能 潍柴重机 ,-0.007300706947514168,1907.3612553907285
120,2016-12-30,sh600505 sz300125 sz300260 ,西昌电力 易世达 新莱应材 ,-0.0628524152193698,1787.478993793572
121,2017-01-26,sz300154 sz300260 sz300321 ,瑞凌股份 新莱应材 同大股份 ,0.04181016892049105,1862.2137924659107
122,2017-02-28,sz300106 sz300143 sz300210 ,西部牧业 星河生物 森远股份 ,-0.04481468249402765,1778.7592726205519
123,2017-03-31,sh600302 sz300260 sz300290 ,标准股份 新莱应材 荣科科技 ,-0.13481118262145042,1538.9626314797044
124,2017-04-28,sz300270 sz300305 sz300321 ,中威电子 裕兴股份 同大股份 ,-0.098464731696292,1387.4290888804358
125,2017-05-31,sz300243 sz300305 sz300321 ,瑞丰高材 裕兴股份 同大股份 ,0.02069518716389407,1416.1421935514475
126,2017-06-30,sz300243 sz300321 sz300390 ,瑞丰高材 同大股份 天华超净 ,-0.09516340817698354,1281.3772759498622
127,2017-07-31,sh600778 sz300243 sz300321 ,友好集团 瑞丰高材 同大股份 ,0.05061710386657259,1346.2368826188822
128,2017-08-31,sz300241 sz300260 sz002660 ,瑞丰光电 新莱应材 茂硕电源 ,0.08650397998857207,1462.6917309728235
129,2017-09-29,sz300243 sz300260 sz300460 ,瑞丰高材 新莱应材 惠伦晶体 ,-0.002974346659869731,1458.3411787083853
130,2017-10-31,sh600573 sz300218 sz300405 ,惠泉啤酒 安利股份 科隆股份 ,-0.11372903129939549,1292.485449149862
131,2017-11-30,sz300169 sz300211 sz002758 ,天晟新材 亿通科技 华通医药 ,-0.050328058534896525,1227.4371658095458
132,2017-12-29,sz300405 sz300412 sz300460 ,科隆股份 迦南科技 惠伦晶体 ,-0.02135771722213564,1201.221909914246
133,2018-01-31,sz002420 sz300464 sz300489 ,毅昌股份 星徽精密 中飞股份 ,-0.06551554995602105,1122.5231958669922
134,2018-02-28,sz300330 sz300354 sz300460 ,华虹计通 东华测试 惠伦晶体 ,0.13450626039911984,1273.50959315433
135,2018-03-30,sz300211 sz300218 sz002593 ,亿通科技 安利股份 日上集团 ,-0.043934860871410186,1217.5581263606884
136,2018-04-27,sh600302 sz000679 sz300106 ,标准股份 大连友谊 西部牧业 ,-0.043805488026213535,1164.2223984351763
137,2018-05-31,sh600156 sh600302 sh600444 ,华升股份 标准股份 国机通用 ,-0.039570891404227204,1118.153080336329
138,2018-06-29,sz000715 sz002105 sh600379 ,中兴商业 信隆健康 宝光股份 ,-0.0015336235125541497,1116.4382544816904
139,2018-07-31,sz300092 sz300321 sz300442 ,科新机电 同大股份 普丽盛 ,-0.07820543545382741,1029.1267146326388
140,2018-08-31,sz002200 sz300354 sz300499 ,云投生态 东华测试 高澜股份 ,0.02320147754184232,1053.0039749898979
141,2018-09-28,sh600241 sh600774 sz002633 ,时代万恒 汉商集团 申科股份 ,-0.015192522546044529,1037.0061883587894
142,2018-10-31,sh600444 sh600379 sz300354 ,国机通用 宝光股份 东华测试 ,0.05887864905074092,1098.063711786613
143,2018-11-30,sz300218 sz300442 sh603022 ,安利股份 普丽盛 新通联 ,-0.10730906237240212,980.231524449632
144,2018-12-28,sz002633 sz300354 sz300405 ,申科股份 东华测试 科隆股份 ,-0.06682410272464134,914.728432365878
145,2019-01-31,sz002633 sz300442 sh603029 ,申科股份 普丽盛 天鹅股份 ,0.22308971911905595,1118.794941412596
146,2019-02-28,sz002633 sz300405 sh603029 ,申科股份 科隆股份 天鹅股份 ,0.1310830120956743,1265.4499522503625
147,2019-03-29,sz300405 sz300417 sz300573 ,科隆股份 南华仪器 兴齐眼药 ,0.9503126205569061,2468.023012557016
148,2019-04-30,sh603029 sh603031 sz300557 ,天鹅股份 安德利 理工光科 ,0.01114335469412464,2495.525068379201
149,2019-05-31,sh600883 sz300321 sz300553 ,博闻科技 同大股份 集智股份 ,0.014758810526635191,2532.356050027878
150,2019-06-28,sh600243 sh600847 sh603090 ,青海华鼎 万里股份 宏盛股份 ,-0.021656727966539058,2477.513503938005
151,2019-07-31,sh600241 sz002633 sh603330 ,时代万恒 申科股份 上海天洋 ,-0.07454968616755431,2292.8156497435493
152,2019-08-30,sh600714 sh600847 sz002715 ,金瑞矿业 万里股份 登云股份 ,-0.010963635996386834,2267.678053552942
153,2019-09-30,sh600714 sz000798 sz002633 ,金瑞矿业 中水渔业 申科股份 ,-0.009425619379629935,2246.303783344612
154,2019-10-31,sh600302 sh600573 sh600243 ,标准股份 惠泉啤酒 青海华鼎 ,0.12794136331888928,2533.6989518141004
155,2019-11-29,sz000695 sh603223 sz300640 ,滨海能源 恒通股份 德艺文创 ,0.08281925922366051,2743.538022099109
156,2019-12-31,sh600719 sz000663 sz000679 ,大连热电 永安林业 大连友谊 ,-0.08300429104128315,2515.8125936299684
157,2020-01-23,sz300501 sh603991 sz300650 ,海顺新材 至正股份 太龙照明 ,0.005954531716068967,2530.793079510424
158,2020-02-28,sz000929 sh603029 sh603269 ,兰州黄河 天鹅股份 海鸥股份 ,0.052864293178887634,2664.581666840763
159,2020-03-31,sh600714 sz300535 sh603389 ,金瑞矿业 达威股份 亚振家居 ,-0.0502192732626453,2530.7683119830517
160,2020-04-30,sz300405 sz002849 sz300611 ,科隆股份 威星智能 美力科技 ,0.030367054988917452,2607.620292477251
161,2020-05-29,sh600719 sz002633 sz300588 ,大连热电 申科股份 熙菱信息 ,0.03141241089144198,2689.5319325534088
162,2020-06-30,sh600189 sz000985 sz002667 ,吉林森工 大庆华科 鞍重股份 ,0.2677826779924293,3409.741995998714
163,2020-07-31,sh600444 sz300535 sz300665 ,国机通用 达威股份 飞鹿股份 ,0.09062128602339392,3718.737200684092
164,2020-08-31,sz002633 sh603038 sz300652 ,申科股份 华立股份 雷迪克 ,-0.0728483088469406,3447.8334845680497
165,2020-09-30,sh600714 sz002159 sh600137 ,金瑞矿业 三特索道 浪莎股份 ,-0.034299197756727295,3329.575562048584
166,2020-10-30,sh600137 sh603029 sh603038 ,浪莎股份 天鹅股份 华立股份 ,0.028525355213954606,3424.552887667722
167,2020-11-30,sh600302 sh600561 sh603177 ,标准股份 江西长运 德创环保 ,-0.0011831216365283392,3420.501225050887
168,2020-12-31,sh600202 sz002633 sh603725 ,哈空调 申科股份 天安新材 ,-0.09792091917369672,3085.5626010591486
169,2021-01-29,sh600137 sh603518 sh603029 ,浪莎股份 锦泓集团 天鹅股份 ,0.06951662851551266,3300.0605101583365
170,2021-02-26,sh603090 sz002857 sh603269 ,宏盛股份 三晖电气 海鸥股份 ,0.031492424909723926,3403.987417972043
171,2021-03-31,sz300254 sh603685 sz300736 ,仟源医药 晨丰科技 百邦科技 ,0.13868087869453127,3876.0553841615347
172,2021-04-30,sz300069 sz300539 sz300736 ,金利华电 横河模具 百邦科技 ,0.3252063411007251,5136.573173548472
173,2021-05-31,sh600520 sz002748 sz300640 ,文一科技 世龙实业 德艺文创 ,0.10484433443706775,5675.113769216458
174,2021-06-30,sz000679 sh600847 sz002748 ,大连友谊 万里股份 世龙实业 ,0.032163019184758834,5857.642562251456
175,2021-07-30,sz002715 sz300640 sh603813 ,登云股份 德艺文创 原尚股份 ,0.058735921915135325,6201.696598394631
176,2021-08-31,sz000679 sz002290 sz002633 ,大连友谊 禾盛新材 申科股份 ,0.03975049179296031,6448.217088131547
177,2021-09-30,sz002193 sz002633 sh603813 ,如意集团 申科股份 原尚股份 ,-0.0511464984509602,6118.4133628219715
178,2021-10-29,sz002193 sh603880 sh603813 ,如意集团 南卫股份 原尚股份 ,0.2765401839418633,7810.400519609114
